student_id,gender,field,internships,tech_skills,soft_skills,comm_skills,work_exp,salary
STU031723,-1,2,4,7.2,9.6,10,10,9.29
STU031734,1,2,1,8.9,10,10,0,11.49
STU031741,-1,2,3,3.3,1.7,2.4,1,9.23
STU031766,-1,2,3,10,9.5,9.3,26,10.98
STU031772,-1,2,0,8,6.7,7.7,17,14.43
STU031792,-1,2,0,4.2,5.5,5.8,27,13.86
STU031794,-1,2,1,5.4,5.5,5.8,0,7.09
STU031795,-1,2,2,5.8,5.3,4,23,13.4
STU031800,1,2,4,6.2,7.5,8.3,22,13.13
STU031808,1,2,5,4.7,4,4.7,19,8.15
STU031818,1,2,0,10,10,8.8,0,8.32
STU031824,1,2,0,8.5,9.8,7.9,0,10.25
STU031826,-1,2,2,7.9,7.4,6.6,16,12.33
STU031835,-1,2,0,5.4,6.6,8.3,0,8
STU031839,1,2,3,6.4,6.7,7.3,19,12.79
STU031863,-1,2,5,7.3,8.9,7.4,0,11.96
STU031876,1,2,3,6.2,6.9,7.9,32,14.32
STU031899,-1,2,3,7.2,8.3,9.9,0,10.42
STU031904,1,2,1,4.7,6,7,0,7.29
STU031907,1,2,1,6.1,4.9,3,5,10.87
STU031911,1,2,4,6.4,5.4,7,13,10.22
STU031921,-1,2,1,6.7,7.3,7.2,0,11.24
STU031924,1,2,0,3.2,3.6,3.9,25,12.08
STU031934,-1,2,1,6.8,8.6,9,12,10.42
STU031943,-1,2,1,7,5.6,4.8,30,14.32
STU031959,1,2,2,5.5,7.4,6.6,24,14.03
STU031973,-1,2,5,5.3,4.6,3.4,0,18.11
STU031974,-1,2,0,6.2,7,6.3,0,5.88
STU031975,1,2,4,4.5,3.7,4.3,0,9.49
STU031984,1,2,0,4.6,5.9,5.8,0,8.72
STU031985,1,2,0,6.7,7.2,7,0,10.63
STU031991,1,2,2,10,10,9.7,35,12.51
STU031994,-1,2,3,4.5,6.1,6.6,24,12.72
STU031995,-1,2,0,5.3,4.8,4.5,7,7.32
STU032007,1,2,3,6.2,6.1,6.4,0,10.25
STU032015,1,2,0,6.8,9.1,9.1,0,6.86
STU032017,1,2,3,10,9.1,8.8,1,8.14
STU032041,-1,2,1,4.8,7,6.8,0,9.06
STU032043,1,2,2,10,10,10,27,13.19
STU032046,-1,2,3,7.3,8.8,10,17,14.68
STU032050,-1,2,3,3.5,5.9,6.2,1,10.18
STU032071,-1,2,1,5.7,7.8,6.9,0,7.18
STU032081,1,2,0,8.5,7.7,8.1,0,9.07
STU032087,1,2,3,5,7.1,7.7,13,11.62
STU032092,1,2,3,6.2,8.7,8.6,0,11.08
STU032095,1,2,2,8.6,7.5,8.2,0,13.52
STU032100,-1,2,1,6.9,5.6,6.8,29,14.43
STU032110,-1,2,1,4.8,7.2,7.8,0,12.26
STU032119,-1,2,1,5.8,8.2,7.4,0,10.9
STU032122,-1,2,2,6.9,7,7.6,23,13.42
STU032125,-1,2,5,1.8,2.1,2.5,31,12.45
STU032127,-1,2,1,2.5,3.8,4.6,0,7.75
STU032129,1,2,1,3.1,1.9,1,14,12.98
STU032163,-1,2,3,6.5,6.7,6.6,0,12.77
STU032176,-1,2,0,4.3,6.4,4.8,2,10.07
STU032179,-1,2,1,7.4,7.3,7.6,3,8.13
STU032193,-1,2,4,6,4.4,3.9,0,14.03
STU032208,-1,2,2,3.8,4.2,4.1,0,11.07
STU032213,-1,2,2,6,5.7,4.9,8,10.07
STU032226,-1,2,2,6,8.9,10,4,9.46
STU032229,1,2,1,5.5,4.6,5.5,33,13.79
STU032233,1,2,2,8.6,10,9.5,0,8.97
STU032236,-1,2,1,5.9,7.5,8,0,11.68
STU032244,1,2,1,4.6,4.3,5.4,17,10.05
STU032248,1,2,2,6.9,8.6,8.3,0,7.58
STU032249,-1,2,0,6.9,5.5,4.2,0,8.17
STU032255,-1,2,0,9.1,10,10,0,8.51
STU032262,-1,2,1,5,6.4,7.1,0,9.88
STU032266,-1,2,4,7.4,7.2,7.6,0,8.62
STU032279,-1,2,4,4.7,3,2.6,13,14.71
STU032295,-1,2,1,6.2,5.9,5.9,17,11.48
STU032296,-1,2,0,3.1,3.5,3.2,29,13.75
STU032310,1,2,0,7,7.4,7,14,10.22
STU032312,1,2,1,4.3,4.6,2.7,18,15.92
STU032322,-1,2,0,7.2,7.3,9.5,0,8.46
STU032332,1,2,2,7.5,7.6,8,0,9.16
STU032339,-1,2,2,1,1,1,0,6.85
STU032340,-1,2,2,3.9,4.6,4,0,10.73
STU032345,1,2,1,5.5,6.2,4.7,0,9.19
STU032346,-1,2,2,1.2,4.2,5.9,34,10.48
STU032350,-1,2,1,3.8,5,4.3,35,13.08
STU032362,-1,2,1,7.7,5.5,5.3,0,12.52
STU032371,1,2,2,7.1,7.9,7.3,9,9.77
STU032401,-1,2,1,7.1,8,8.6,0,11.15
STU032403,-1,2,1,5.2,6.4,7.3,36,14.72
STU032405,1,2,5,9,10,10,11,15.2
STU032410,1,2,0,5.8,6,6,0,7.77
STU032414,1,2,3,9.4,10,8.8,0,9.79
STU032415,1,2,0,8.7,10,10,0,10.73
STU032417,1,2,2,6.3,7.4,6.7,0,9.26
STU032419,-1,2,2,5.9,6.9,6.4,5,16.09
STU032447,-1,2,1,8.5,10,9.7,0,8.17
STU032457,1,2,1,7.5,3.8,2.9,11,10.62
STU032468,-1,2,1,6.5,4.2,2.9,35,11.97
STU032472,-1,2,1,7.2,8.7,8.5,31,15.77
STU032473,1,2,2,2.3,2.5,2.2,0,5.48
STU032476,-1,2,1,9.3,10,9.4,0,10.4
STU032477,-1,2,1,9.9,10,10,0,11.23
STU032479,1,2,2,7.3,6.3,6.1,33,12.84
STU032481,-1,2,0,4.4,7.3,4.7,26,7.49
STU032483,-1,2,1,9.5,10,10,8,11.43
STU032489,-1,2,2,4.4,4.9,3.9,22,14
STU032496,1,2,1,4.4,4.1,4.1,31,9.33
STU032498,-1,2,1,4.9,7.3,9,29,16.11
STU032503,1,2,1,6,6.5,7.9,0,10.59
STU032509,-1,2,1,4.1,7.5,7.3,17,13.43
STU032517,1,2,1,3.8,4.4,5.7,0,8.18
STU032527,1,2,1,9.6,10,10,25,15.28
STU032533,-1,2,4,6.2,5.6,6,0,11.89
STU032534,0,2,2,3,2.6,2.1,11,10.13
STU032556,0,2,5,8,10,9.4,0,10.33
STU032560,1,2,1,6.1,6.6,5.7,0,8.56
STU032562,0,2,2,8.8,10,10,17,10.83
STU032564,1,2,4,4.4,5.6,6.1,0,9
STU032566,-1,2,0,8.6,10,10,0,8.13
STU032567,-1,2,1,5,7.7,7.5,8,9.05
STU032568,-1,2,4,5.5,5.4,6.4,1,11.66
STU032585,-1,2,1,9,9.9,8.1,6,14.59
STU032591,-1,2,2,8,9.4,8.9,0,9.55
STU032595,-1,2,3,5.1,5.8,5.6,0,8.35
STU032602,1,2,1,5.7,3.4,3.6,33,17.14
STU032624,1,2,2,10,10,9.4,23,16.84
STU032630,-1,2,1,5.8,5.9,4.7,0,8.42
STU032642,-1,2,2,10,10,10,0,12.12
STU032655,-1,2,3,4.3,5.1,5.3,0,9.57
STU032660,-1,2,3,6.9,7.2,6.2,21,11.74
STU032683,-1,2,2,3.7,5.6,5.7,0,8.59
STU032688,-1,2,3,4.7,6.1,4.5,32,10.6
STU032691,-1,2,4,7.8,8.6,9.2,34,16.39
STU032708,1,2,0,8.9,10,10,11,8.77
STU032712,-1,2,2,6.5,6.9,7.3,0,12.1
STU032726,-1,2,2,5.7,4.6,4.6,0,12.02
STU032742,-1,2,4,9.8,9.3,10,0,12.7
STU032744,-1,2,0,2.2,2.5,2.7,0,8.55
STU032751,-1,2,2,5.5,6.4,8.3,0,10.69
STU032770,1,2,3,6.2,6.4,5.9,0,10.99
STU032789,1,2,1,6,6.5,5,28,13.38
STU032795,1,2,2,10,9.1,10,5,12.59
STU032803,-1,2,1,9.5,10,9.3,23,11.27
STU032806,-1,2,2,5.4,7.3,6.7,15,11.9
STU032808,1,2,1,6.3,7.4,6.9,0,9.48
STU032816,-1,2,5,5,6.3,7.5,0,12.39
STU032822,-1,2,1,5.3,4.2,1.8,24,11.72
STU032825,1,2,3,5.4,2.9,3.3,14,15.67
STU032830,1,2,0,5.8,5.8,4.5,0,11.38
STU032837,-1,2,2,4,6.9,7.9,30,9.99
STU032838,1,2,2,5.2,5.4,5.1,6,13.45
STU032840,1,2,1,5.8,5.3,6,32,16.54
STU032841,-1,2,0,6.7,9.1,9.1,0,7.51
STU032844,1,2,2,4,5.3,6.2,0,11.8
STU032849,-1,2,0,7.2,5.3,5.2,0,11.7
STU032851,-1,2,0,4.4,4.4,4.2,22,13.56
STU032858,-1,2,0,5.2,5.9,6.5,2,9.85
STU032863,-1,2,1,6.7,10,10,0,11.18
STU032881,-1,2,2,5.4,6.5,6.3,0,8.79
STU032889,1,2,2,3.6,5.7,6.4,11,8.64
STU032890,-1,2,1,8,5.9,4.8,0,10.2
STU032894,1,2,2,7.1,7.8,7.2,0,12.24
STU032910,1,2,3,5.4,7.1,6.4,23,12.14
STU032913,-1,2,1,4.1,4.7,5.1,29,10.72
STU032920,-1,2,2,1.9,1,1,0,11.78
STU032921,1,2,2,4.7,4.8,5.6,0,9.32
STU032926,-1,2,2,2.1,1.7,2,19,8.58
STU032943,1,2,0,7.3,6.9,6.6,5,10.25
STU032945,-1,2,1,5.7,4.7,4,19,11.6
STU032954,-1,2,0,10,8.5,8.3,14,10.29
STU032960,1,2,3,3.5,2.4,3.9,9,14.33
STU032968,1,2,3,6.1,8.1,8.6,35,16.17
STU032970,1,2,2,4.7,4.9,6.1,14,13.91
STU032980,-1,2,1,6.8,8.6,8,31,10.24
STU032984,-1,2,0,9.1,10,9.8,28,13.04
STU032995,-1,2,1,1.8,6.9,5.7,0,7.47
STU032997,-1,2,2,6.3,9.4,8.4,0,11.09
STU033009,-1,2,2,6.2,5.8,5.4,19,12.14
STU033013,-1,2,1,2.9,4,4.1,16,10.72
STU033024,-1,2,4,6.4,9.1,9.2,0,9.86
STU033039,-1,2,1,3.8,5.9,6.8,0,7.72
STU033041,1,2,2,6.3,6.6,7.9,0,10.66
STU033050,-1,2,1,4.6,4.9,4.3,25,10.06
STU033053,-1,2,3,9.8,10,9.2,11,11.89
STU033059,-1,2,1,8,8.6,7.5,11,9.42
STU033064,-1,2,1,7.3,8.2,8.3,9,16.22
STU033065,1,2,3,5.8,7.9,7.1,8,9.43
STU033068,1,2,2,4,4.8,4.4,0,8.06
STU033076,-1,2,3,9.3,8.8,7.6,0,11.91
STU033083,-1,2,1,7.7,8.8,9.4,9,9.72
STU033085,-1,2,1,6.6,7.8,7.4,0,11.3
STU033105,1,2,1,6.3,8.5,7.7,19,12.8
STU033111,-1,2,3,8.1,9.5,10,0,10.56
STU033125,-1,2,4,6.9,5.9,7.3,0,11.93
STU033132,1,2,1,5.3,5.9,7.4,0,11.18
STU033134,-1,2,1,9.7,10,8.3,4,13.47
STU033138,1,2,2,7,6.4,8.4,30,17.62
STU033143,1,2,3,8.2,9,10,0,10.58
STU033146,-1,2,5,1.4,4.6,3.2,0,9.99
STU033149,-1,2,1,8.8,9,8.2,0,7.61
STU033155,1,2,2,3.5,4.5,3.3,0,10.5
STU033159,-1,2,3,7.6,8.4,9.8,0,9.74
STU033178,-1,2,0,3.9,3.1,1.9,9,9.05
STU033179,1,2,2,6.3,7.1,6.5,0,9.4
STU033182,-1,2,1,6.6,6.6,6.9,34,11.72
STU033187,1,2,1,4.4,5.9,4.6,9,10.78
STU033195,-1,2,4,3.6,5,5.4,8,10.75
STU033196,0,2,1,1.6,1.5,1.3,5,10.19
STU033199,1,2,2,3.7,2,2.2,4,11.46
STU033202,-1,2,1,8.6,8.6,7.8,0,7.94
STU033217,-1,2,5,3.8,3.2,3.9,21,13.08
STU033223,-1,2,3,4.9,4.8,4.1,31,11.53
STU033225,-1,2,1,4.7,4.1,3.9,6,11.66
STU033229,-1,2,0,6.6,5.4,4.9,0,11.01
STU033234,1,2,3,4.6,4.4,5.4,26,15.43
STU033247,1,2,0,4.7,4.7,4.3,12,9.63
STU033269,-1,2,4,9.6,9.1,10,21,14.44
STU033270,-1,2,5,3.9,2.8,3.5,26,14.95
STU033278,1,2,3,5.1,5.5,4,18,13.91
STU033281,-1,2,0,2.9,2.5,1,4,7.4
STU033287,1,2,2,4.3,4.8,4.6,24,12.08
STU033293,1,2,1,3.6,5.3,4.5,22,10.37
STU033294,-1,2,1,7.8,10,8.6,0,9.51
STU033312,-1,2,1,4.6,5.5,6.1,0,9.29
STU033317,-1,2,1,4.7,5.5,6.5,0,8.31
STU033322,-1,2,2,3,1.8,2.9,0,10.15
STU033327,1,2,3,5.7,5.4,5,0,8.39
STU033357,-1,2,2,5.8,7.6,7.4,18,9.6
STU033366,-1,2,2,4.8,9.4,10,0,10.05
STU033368,1,2,2,6.4,4.2,4.2,2,10.45
STU033381,-1,2,4,5.5,7.1,7.4,35,13.27
STU033384,1,2,0,7.2,5.6,5,0,7.33
STU033386,-1,2,1,3.4,5.3,5.6,26,8.48
STU033398,-1,2,2,5.5,6.9,7.1,0,10.06
STU033404,-1,2,2,2.2,2.3,3.5,17,10.63
STU033406,1,2,1,5.9,8.7,8.2,30,10.17
STU033411,1,2,3,3.6,4.9,4.2,19,9.18
STU033415,-1,2,4,6.2,5.6,5.7,0,10.19
STU033418,0,2,3,6.1,4.8,6.4,0,12.13
STU033422,-1,2,2,4.9,6.1,6.9,0,12.95
STU033430,1,2,4,8.9,10,9.5,12,14.37
STU033432,1,2,3,4.4,5.5,6,35,16.97
STU033446,1,2,1,9.4,9,8.8,18,15.72
STU033452,1,2,5,4.9,1.8,2.2,16,12.19
STU033457,-1,2,1,7.4,5.3,5.8,32,15.51
STU033494,-1,2,1,7.5,6.9,8.6,5,7.83
STU033520,1,2,3,8.7,10,9.6,0,12.98
STU033546,1,2,2,5,5.6,5.8,7,11.62
STU033554,-1,2,3,8,8.2,6.3,14,16.93
STU033560,-1,2,4,8.8,8.2,7.5,0,12.88
STU033573,1,2,3,6.8,7.4,5.9,0,12.35
STU033575,1,2,3,9.1,10,9.5,10,13.92
STU033587,-1,2,1,6,6.1,7,6,10.72
STU033595,-1,2,1,8,4.5,7.2,0,8.39
STU033602,1,2,1,2.7,1.5,1,26,9.54
STU033606,-1,2,5,5.8,4.3,3.1,2,12.9
STU033617,-1,2,5,4.4,5.4,6.3,0,12.63
STU033622,-1,2,2,7.5,9.3,9,19,8.81
STU033623,-1,2,0,6,7.6,7.8,0,12.32
STU033625,-1,2,0,4.9,5,3.7,0,9.82
STU033626,1,2,1,3,3.8,4.4,35,12.95
STU033627,-1,2,1,5.6,4.5,4.4,19,11.14
STU033645,1,2,1,8.1,9,7.9,29,14.47
STU033651,-1,2,1,6.1,6,5.9,0,7.4
STU033661,-1,2,2,7,6,5.8,10,11.07
STU033664,1,2,1,5.5,6.7,6.2,0,13.83
STU033677,1,2,1,4.2,5.6,6.4,13,7.51
STU033680,-1,2,0,5.9,6.8,6.3,0,8.87
STU033684,1,2,2,8.6,10,10,0,11.77
STU033686,1,2,2,6.2,6.5,7.6,0,8.39
STU033702,-1,2,3,8.9,10,9.5,4,9.29
STU033707,-1,2,3,3.7,1.5,1.7,17,10.37
STU033709,1,2,2,7.4,6.6,8.2,0,10.22
STU033713,-1,2,1,7.8,5.7,4.1,0,10.78
STU033714,-1,2,3,5.4,6.2,5.7,0,10.66
STU033722,1,2,1,5,7.7,8.7,0,7.19
STU033738,-1,2,1,6.9,7,7.9,0,9.47
STU033739,-1,2,1,8.4,6.1,7.2,34,12.56
STU033743,-1,2,2,4.7,6.6,7.5,0,9.96
STU033761,-1,2,0,6.7,9.6,10,4,9.64
STU033807,-1,2,1,5.4,5.2,4.5,1,11.46
STU033812,1,2,1,6.1,3.5,2.2,0,11.41
STU033813,-1,2,0,2.4,3.7,5.1,20,12.16
STU033816,-1,2,1,5.1,5.5,4.5,0,9.83
STU033819,-1,2,1,7.6,9.6,10,0,8.4
STU033829,1,2,3,7.4,8.8,6.5,0,8.94
STU033831,-1,2,2,7.2,6.1,5.2,13,9.23
STU033834,-1,2,3,6.5,6.6,5.8,10,11.64
STU033841,-1,2,1,6.2,7.8,8.9,0,10.5
STU033844,1,2,2,6.3,6.5,4.5,0,12
STU033848,-1,2,2,7.5,9.5,10,0,11.16
STU033856,-1,2,0,9.3,8.1,6.1,3,8.24
STU033858,-1,2,5,7.5,7.2,7.1,12,14.72
STU033860,1,2,0,7.2,8.7,8.7,0,13.41
STU033876,1,2,3,4.1,2.9,1.9,11,10.57
STU033882,-1,2,2,5.9,9.9,10,25,14.28
STU033891,-1,2,3,4.6,3.4,4.8,14,15.78
STU033897,1,2,0,4.9,2.9,3.6,34,14.12
STU033910,1,2,3,4,3.5,3.3,0,12.74
STU033913,-1,2,0,10,10,9.1,36,10.68
STU033918,-1,2,4,6,8.7,8.1,0,8.21
STU033938,1,2,4,6.5,6.5,5.6,23,13.49
STU033942,1,2,2,5.6,8.5,10,31,15.91
STU033948,-1,2,5,2.6,3.3,2.8,0,7.75
STU033959,1,2,2,5.1,5.7,5.4,0,9.52
STU033968,-1,2,1,6.8,4.9,6.6,32,11.3
STU033979,-1,2,1,5.1,5.2,4.7,28,11.22
STU033983,-1,2,0,5.5,7.3,7.5,0,9.36
STU034006,1,2,1,6.1,8.7,9.9,0,11.32
STU034023,-1,2,2,6.7,6.8,6.9,26,11.26
STU034026,-1,2,2,7,6.3,5.9,27,11.57
STU034033,-1,2,1,6.7,6.5,6.6,1,9.91
STU034034,-1,2,2,5.9,6.8,7.5,8,9.16
STU034039,-1,2,5,10,9,8.8,0,11.64
STU034042,1,2,1,5,5.9,5.9,1,11.42
STU034043,1,2,1,8.7,7.7,7.1,7,10.54
STU034053,1,2,2,8.1,9.9,8.6,0,9.47
STU034056,1,2,2,5.4,5.8,5.4,0,13.52
STU034068,1,2,0,7,7.6,6.6,22,10.52
STU034070,1,2,0,5.2,8.5,9.3,0,11.06
STU034088,-1,2,0,3.9,3,3.7,19,10.37
STU034095,1,2,4,5.4,3.3,3.2,0,8.48
STU034117,1,2,1,3.3,3.8,4.5,0,11.36
STU034119,-1,2,2,7.5,6.6,5.8,0,7.56
STU034135,-1,2,0,3.3,2.3,2.7,0,9.8
STU034162,1,2,1,5.3,7.2,7.3,0,7.53
STU034164,1,2,2,10,10,10,0,12.56
STU034165,-1,2,3,4.8,2.2,3.3,5,11.66
STU034172,-1,2,0,8.9,8,8.5,0,9.33
STU034175,-1,2,0,6.6,8.1,6.4,22,14.73
STU034195,-1,2,1,4.4,7.3,6.1,30,12.98
STU034210,-1,2,0,2.7,4,2.7,19,9.65
STU034218,-1,2,3,5.1,4.7,5.6,14,9.59
STU034232,1,2,1,2.7,3.9,4.3,7,8.03
STU034235,-1,2,4,9.5,9.9,8.1,0,11.48
STU034240,-1,2,3,7.3,4.9,5,32,12.7
STU034242,-1,2,1,5,5.4,4,24,13.01
STU034244,-1,2,0,4.3,5.7,4,4,7.23
STU034252,1,2,0,7,10,9.5,24,9.87
STU034265,-1,2,1,9.9,10,10,12,10.2
STU034280,1,2,0,7.3,8.2,7.4,35,11.95
STU034281,-1,2,3,4.6,6.8,6.2,15,11.48
STU034285,1,2,3,4.3,3.4,4.7,6,16.56
STU034291,1,2,5,3.7,4.5,3.9,9,15.03
STU034294,1,2,5,2.7,3.2,5.3,0,10.06
STU034304,1,2,5,10,10,8.5,0,12.62
STU034310,-1,2,1,5.8,5.1,4.8,22,7.23
STU034318,-1,2,1,5.2,3.8,5.7,3,9.51
STU034329,0,2,3,6.5,7,8.7,23,12.77
STU034333,-1,2,0,5.7,4.7,5.4,25,10.83
STU034347,-1,2,0,5.5,6.9,7.1,23,8.48
STU034351,-1,2,2,4.5,6.5,5.9,35,12.23
STU034352,-1,2,4,1.9,4.5,6.1,0,8.23
STU034356,1,2,3,10,10,9.7,24,16.11
STU034370,1,2,2,6.7,9.4,10,17,15.73
STU034379,-1,2,2,8.1,8.4,6.3,9,10.72
STU034389,-1,2,1,6.6,7.7,8.5,0,10.13
STU034398,1,2,2,5.7,4.7,3.8,2,7.59
STU034407,-1,2,2,8.2,10,10,0,11.05
STU034413,-1,2,1,10,9.1,7.5,0,12.89
STU034431,-1,2,2,3.9,3.8,2,0,6.94
STU034435,-1,2,0,6.7,5,5.8,0,7.98
STU034450,1,2,2,8.7,10,9.8,18,10.6
STU034455,-1,2,1,10,10,10,0,10.63
STU034462,1,2,1,4.5,5.8,6.2,34,15.08
STU034475,1,2,4,5.5,5.8,6.4,0,11.45
STU034485,-1,2,0,7.9,9.1,7.6,0,9.57
STU034490,-1,2,3,6.8,10,10,36,15.69
STU034499,1,2,5,8.6,10,10,31,14.25
STU034512,1,2,2,7.2,4.7,6.3,8,12.48
STU034514,-1,2,1,4,1,2,36,14.47
STU034517,1,2,2,5.1,6.7,6.1,32,9.87
STU034522,1,2,0,7.4,6.5,8.6,8,12.11
STU034529,-1,2,3,3.5,5.3,4.6,31,13.23
STU034531,1,2,2,6.9,6.7,5.9,33,13.51
STU034554,-1,2,1,6.7,5.7,4.3,13,9.97
STU034574,1,2,3,7.3,6.1,6.1,13,11.18
STU034581,1,2,1,7.7,8.2,8.6,17,15.96
STU034601,1,2,3,9.6,10,9.4,33,11.93
STU034608,1,2,2,4.5,7.5,7.7,33,13.41
STU034629,-1,2,2,6.6,10,9.4,0,11.06
STU034639,-1,2,1,6.1,8.3,9.5,2,12.78
STU034661,1,2,0,9.7,10,9.8,0,9.46
STU034666,-1,2,0,6.4,6.1,5.6,17,11.47
STU034692,-1,2,0,3.4,3.9,3.2,10,8.95
STU034733,-1,2,2,7.2,8.4,8.9,0,8.75
STU034736,-1,2,3,5.2,5.7,6.2,0,10.09
STU034743,-1,2,0,5.4,8.7,9.7,0,5.73
STU034744,-1,2,1,6.5,7.7,7.2,0,9.79
STU034750,-1,2,3,4.1,2.9,2.1,0,8.81
STU034755,-1,2,1,6.2,8.4,8.1,12,8.68
STU034777,-1,2,2,6.8,6.9,6.3,2,11.92
STU034785,-1,2,0,8,7.6,5.9,8,7.59
STU034786,-1,2,2,4.6,4.6,4.5,7,10.17
STU034788,-1,2,4,8.2,9.1,8.8,3,12.71
STU034794,-1,2,2,7.4,8.2,7.2,0,10.87
STU034812,-1,2,1,4,4.2,4.8,0,8.1
STU034817,1,2,5,4.3,4.2,5.2,19,11.54
STU034822,-1,2,5,5.9,7.4,7.1,0,11.48
STU034824,-1,2,3,6.6,10,9.8,0,9.89
STU034830,1,2,1,6.7,10,9.7,15,9.08
STU034835,-1,2,3,2.4,1,1,0,12.13
STU034864,-1,2,1,7.6,7.3,8.3,0,9.26
STU034866,-1,2,1,9.1,10,10,7,11.7
STU034868,-1,2,2,7.5,8.4,8.6,0,8.95
STU034870,1,2,1,5.4,8.3,7.4,0,7.49
STU034874,1,2,2,3.7,1.7,2.2,34,10.65
STU034877,-1,2,1,10,10,10,0,8.26
STU034878,-1,2,0,5.3,8,6.9,0,11.15
STU034885,1,2,1,6.8,7.5,5.8,0,10.36
STU034887,1,2,3,5.4,5.9,3.9,25,12.26
STU034890,-1,2,2,6.5,7.2,5.8,6,10.43
STU034892,-1,2,2,7.2,8.1,8,12,12.71
STU034893,1,2,1,7.5,4.7,2.8,0,12.21
STU034917,1,2,1,6,8.7,8.3,7,9.89
STU034923,1,2,3,7.8,9.8,10,16,10.3
STU034930,1,2,1,5.9,3.6,4.8,0,7.45
STU034939,-1,2,2,5.3,5.8,4.6,15,8.84
STU034947,-1,2,2,7.5,6.8,8.4,1,10.15
STU034955,1,2,2,6.8,7.9,5.5,3,9.85
STU034958,-1,2,2,5.7,7.6,7.3,0,11.68
STU034976,1,2,1,7.8,9.4,10,19,11.44
STU034982,-1,2,2,6.4,9.2,8.8,12,10.35
STU034985,-1,2,1,5.4,6.4,4.5,3,11.25
STU034991,-1,2,3,8.4,7.5,7,25,15.49
STU035005,1,2,3,7.4,9.4,9.9,0,10.5
STU035012,-1,2,1,4.8,5.7,6.8,32,13.76
STU035014,-1,2,1,4.6,5.5,6,0,8.51
STU035025,-1,2,1,10,10,10,0,10.93
STU035027,-1,2,3,7.4,8.1,8,23,11.88
STU035032,-1,2,2,6.7,9.1,8.8,0,10.54
STU035037,-1,2,3,4.4,3.8,4.8,13,12.29
STU035041,1,2,3,5.8,5.9,4.4,25,10.63
STU035049,-1,2,4,7,8.9,10,12,13.89
STU035072,-1,2,1,7.1,7.3,6.6,25,12.56
STU035077,-1,2,1,6.7,6.7,7.1,2,7.93
STU035080,-1,2,4,4.8,3.7,3.5,35,14.41
STU035085,-1,2,2,5,6.6,5.9,25,10.01
STU035097,-1,2,1,8.3,10,10,12,13.13
STU035102,-1,2,3,6.1,7.6,7.6,34,13.11
STU035113,-1,2,2,6.3,6.3,5.3,2,11.22
STU035126,1,2,0,5.7,8.7,8.1,0,10.71
STU035127,1,2,1,8,9.2,9.9,4,8.77
STU035165,1,2,1,6.6,7.4,8.2,30,9.88
STU035187,-1,2,1,1,1.7,1.4,0,6.64
STU035211,-1,2,1,4.5,2.8,3.7,27,13.5
STU035225,-1,2,2,5.3,4.1,4,0,10.71
STU035227,1,2,0,10,10,9.2,0,5.9
STU035229,1,2,3,7.7,7.6,8.3,0,14.93
STU035248,1,2,2,6.4,10,8.3,30,10.99
STU035249,-1,2,0,6.8,6,4.8,30,13.88
STU035296,-1,2,0,6.1,8.4,7.5,0,10.32
STU035299,-1,2,4,10,8.9,7.4,1,13.56
STU035303,-1,2,4,8,9.1,9.3,0,8.96
STU035308,1,2,0,9.7,6.2,5.9,0,9.24
STU035314,-1,2,5,9.8,10,7.7,36,15.82
STU035315,1,2,3,8.7,9.2,9.7,30,12.81
STU035320,-1,2,4,5.9,8.1,9.5,24,18.96
STU035326,-1,2,4,8.1,8.9,10,27,12.05
STU035337,-1,2,2,5.9,3.4,3.9,15,12.39
STU035351,1,2,2,2.7,5.5,5,0,6.49
STU035352,-1,2,2,4,5,7.6,0,9.56
STU035353,1,2,2,7,7.1,6.8,23,11.65
STU035365,-1,2,2,6.5,8.7,6.7,3,13.29
STU035371,1,2,1,8.7,10,8.3,0,8.82
STU035374,-1,2,2,9.9,10,10,0,11.41
STU035377,-1,2,4,3.9,3.2,4.3,0,8.59
STU035378,-1,2,2,2.2,3.1,4.7,18,9.97
STU035380,-1,2,2,7.7,8.3,7.6,33,12.8
STU035387,-1,2,2,5.3,4.8,5.7,20,12.47
STU035388,-1,2,2,5.4,1.8,1.1,16,10.8
STU035389,1,2,1,8,9.2,8.7,0,5.89
STU035416,1,2,3,6.3,9.4,9.3,0,16.08
STU035419,1,2,1,7.1,8.1,8.2,26,11.4
STU035420,-1,2,4,5.1,3.8,3.5,0,8.64
STU035446,1,2,1,8.2,8.4,8.8,0,12.52
STU035454,1,2,1,5,3.8,3,9,10.8
STU035456,-1,2,1,5.2,6.4,8.7,34,15.24
STU035467,-1,2,1,4.1,6.4,6.4,0,6.83
STU035486,1,2,4,4.8,6.8,5.4,0,10.35
STU035499,-1,2,0,6.6,7.5,8.3,0,6.62
STU035508,-1,2,3,8,6.2,5.2,0,9.66
STU035515,-1,2,3,3.7,3.5,2.5,22,12.04
STU035521,-1,2,1,1,1,2.2,30,11.38
STU035523,1,2,0,4.6,6.2,4.1,18,8.64
STU035524,-1,2,1,7.2,5.7,4.6,0,7.92
STU035531,1,2,2,4.3,5.3,6.1,13,9.64
STU035544,1,2,0,3.9,8.4,8.9,18,10.47
STU035554,1,2,0,5.9,6.4,4.2,0,9.12
STU035561,-1,2,3,4.8,6,5.7,10,10.96
STU035580,-1,2,5,5.7,5.3,4.9,2,13.72
STU035581,1,2,3,8.2,6.2,5.9,16,18.23
