student_id,gender,degree_field,internships_count,technical_skills_score,soft_skills_score,communication_score,work_experience_months,placed,salary_lpa
STU083161,Female,Science,1,3.2,1,1,0,0,0
STU083162,Male,Science,2,9.9,10,8.7,0,1,9.46
STU083166,Male,Science,3,5.2,4.9,4.4,15,1,12.62
STU083168,Male,Science,5,6.8,6.7,9.1,10,1,15.52
STU083173,Male,Science,3,8.5,8.8,7,21,1,11.32
STU083174,Female,Science,1,7.6,6.5,8,0,1,7.66
STU083184,Male,Science,1,5,6.5,8.1,22,0,0
STU083210,Female,Science,1,2.6,3.1,3.1,11,1,10.45
STU083228,Female,Science,1,5.8,5.3,4.9,29,1,11.91
STU083235,Male,Science,2,7.5,7.5,6.3,25,1,13.14
STU083250,Male,Science,1,6.3,8.2,7.4,31,0,0
STU083251,Male,Science,4,6.7,6,6.5,27,1,14.3
STU083253,Male,Science,2,4.7,5.9,5.4,0,1,11.78
STU083259,Female,Science,1,6.2,6.7,4.5,11,1,8.91
STU083264,Male,Science,2,7.3,8.7,5.9,13,1,16.28
STU083273,Male,Science,2,5.1,3.3,3,9,1,10.59
STU083281,Female,Science,2,7.7,7.3,8.6,24,1,11.78
STU083282,Male,Science,3,4.4,8.1,7.3,0,1,10.78
STU083291,Female,Science,1,8,8.7,7.3,0,1,8.25
STU083298,Male,Science,2,7.5,10,10,0,1,12.02
STU083306,Male,Science,0,6.2,6.8,6.6,25,1,12.39
STU083307,Female,Science,1,7.8,8.5,7.6,18,1,11.49
STU083312,Male,Science,2,4.4,6.2,4.1,0,1,10.54
STU083316,Female,Science,0,4.7,5.8,6.2,24,1,8.69
STU083329,Female,Science,1,6.7,8.7,7.9,3,0,0
STU083345,Female,Science,4,3.2,1.4,3,0,1,9.48
STU083350,Female,Science,1,7.2,5.8,6,36,1,13.62
STU083374,Female,Science,2,9.1,10,9.8,27,1,11.48
STU083381,Female,Science,1,2.5,2.5,1.5,0,0,0
STU083383,Female,Science,4,7.9,9.9,9.6,1,1,12.84
STU083386,Female,Science,3,5.8,6.9,7.1,0,1,9.78
STU083391,Male,Science,2,8.4,7.2,5.8,0,1,12.14
STU083392,Female,Science,0,8.8,10,9,0,1,9.49
STU083400,Female,Science,1,3.9,5.3,5.8,0,0,0
STU083401,Male,Science,4,5.9,5.6,6.2,13,1,14.34
STU083405,Female,Science,3,2.9,2.4,1.3,33,0,0
STU083407,Other,Science,3,2,1.7,2.3,13,1,12.85
STU083410,Male,Science,5,3.3,5.2,5.6,0,1,8.24
STU083422,Female,Science,1,3.6,4.3,3.9,9,1,6.41
STU083426,Male,Science,2,6.6,6.5,6.7,0,1,6.53
STU083436,Male,Science,1,5.8,7.9,8.1,35,1,10.52
STU083441,Male,Science,2,7,10,10,0,0,0
STU083452,Female,Science,0,5.9,6.1,5.3,5,0,0
STU083454,Male,Science,3,8,7.7,7,18,1,11.81
STU083460,Male,Science,2,6.2,7.7,7.8,22,1,12.36
STU083461,Male,Science,0,4.7,4.3,4,0,1,10.77
STU083476,Male,Science,1,6.8,9,6.9,35,1,10.53
STU083494,Male,Science,0,4.9,7.7,8.1,18,1,10.09
STU083499,Male,Science,0,4.4,5,4.1,0,1,8.13
STU083507,Female,Science,1,2.6,2.4,1.6,7,1,10.65
STU083527,Female,Science,4,5,3.3,4.1,33,1,13.39
STU083533,Female,Science,3,1,1.1,1.1,0,0,0
STU083540,Male,Science,2,6.4,9.4,10,0,0,0
STU083544,Male,Science,1,6,8.9,8.1,25,1,15.1
STU083545,Male,Science,0,4.1,3,4.6,0,1,7.1
STU083548,Female,Science,2,5.5,3.7,4.1,0,0,0
STU083550,Male,Science,2,6.4,4.3,3.2,0,1,7.35
STU083558,Male,Science,2,1.5,2.9,4.1,2,0,0
STU083559,Female,Science,5,5.9,4.5,5.7,25,1,11.04
STU083564,Male,Science,2,7.9,9.9,10,36,0,0
STU083572,Female,Science,1,6.6,6.4,4.6,7,1,6.54
STU083575,Male,Science,2,8.5,8.1,8.9,0,1,11.74
STU083577,Male,Science,0,6,8.4,8.8,0,1,8.24
STU083578,Male,Science,3,4.9,8,8,32,1,14
STU083590,Male,Science,5,4.5,3.4,3.6,21,1,10.94
STU083592,Male,Science,0,7.2,6.7,7.7,0,0,0
STU083604,Female,Science,1,6.6,7.4,8,0,1,13.96
STU083612,Male,Science,4,6.6,3.7,4.4,0,1,11.1
STU083627,Female,Science,2,4.9,5.9,6.1,20,1,11.6
STU083640,Male,Science,0,3.1,4.9,6.5,0,0,0
STU083641,Male,Science,3,2.3,1,1,21,1,10.86
STU083647,Female,Science,1,6.7,5.5,5.8,23,1,10.61
STU083649,Male,Science,1,5.7,5.3,4.8,11,1,11.04
STU083650,Male,Science,1,5.5,4.2,4.3,21,1,9.96
STU083658,Female,Science,1,7.5,5,4.2,15,0,0
STU083666,Male,Science,1,4.9,4.6,4.1,0,1,9.87
STU083670,Male,Science,2,9,10,10,0,0,0
STU083672,Male,Science,1,3.3,4.8,4.3,0,1,9.2
STU083679,Female,Science,3,7.5,9.7,9,16,1,12.68
STU083714,Other,Science,0,4.6,8.3,9.4,0,0,0
STU083717,Female,Science,0,7.6,8.7,9.4,0,1,8.12
STU083744,Male,Science,0,4.9,8.2,7.2,0,0,0
STU083752,Male,Science,1,7.3,5.5,4.5,0,1,7.74
STU083757,Male,Science,0,5.7,5,5,3,1,9.73
STU083758,Female,Science,3,7.7,6.8,7.4,0,1,13.44
STU083760,Male,Science,3,5.5,5.9,7.1,29,0,0
STU083762,Male,Science,0,7.2,7.2,8.4,24,1,10.96
STU083770,Male,Science,2,7.6,9.4,8.1,0,1,11.16
STU083800,Female,Science,0,5.5,6.4,6.2,0,1,8.14
STU083803,Male,Science,0,4.6,5,3.5,32,1,11.37
STU083815,Female,Science,2,5.2,4.3,3.5,30,0,0
STU083816,Female,Science,2,3.5,3.9,2.7,25,1,12.63
STU083830,Female,Science,1,9.8,8.2,7.9,30,1,15.35
STU083832,Female,Science,1,5.1,6.6,8.2,31,1,13.12
STU083837,Male,Science,1,4.5,4.2,4.8,0,0,0
STU083842,Male,Science,1,4.1,4.8,5.5,32,1,12.99
STU083852,Male,Science,1,7.6,8.5,7.9,0,1,10.85
STU083854,Female,Science,2,7.9,7.5,6.4,26,1,11.82
STU083865,Male,Science,0,6.8,4.8,6.4,27,1,11.01
STU083874,Female,Science,4,5.1,7.6,8,0,0,0
STU083875,Female,Science,1,7.4,7.6,6.8,0,0,0
STU083879,Female,Science,0,7.4,7.2,7.7,5,1,8.98
STU083897,Female,Science,4,7.5,8.3,9.3,0,1,11.42
STU083907,Female,Science,0,3.8,3.4,3.2,24,1,11.74
STU083913,Female,Science,2,5,5.8,4.6,30,1,13.88
STU083930,Male,Science,2,9.4,10,10,0,1,9.98
STU083941,Female,Science,0,3.9,5.7,5.7,13,1,9.55
STU083944,Female,Science,2,2.9,3.1,2.8,0,0,0
STU083954,Female,Science,2,3.8,2.5,2.3,10,1,8.02
STU083958,Male,Science,2,9.6,8.9,8.1,14,1,12.81
STU083971,Female,Science,0,4.6,4.6,4.8,0,1,10.47
STU083974,Female,Science,0,4.6,3,2.3,15,1,9.88
STU083976,Female,Science,0,5.6,8.1,8.4,23,1,10.88
STU083993,Male,Science,1,7.7,10,10,0,1,8.92
STU083994,Female,Science,1,2,2.9,4.2,0,0,0
STU083995,Female,Science,1,8.1,10,9.6,0,1,11.64
STU084004,Male,Science,0,4.2,4.9,5.8,0,0,0
STU084008,Male,Science,2,6.8,6.7,7.7,14,1,14.02
STU084018,Female,Science,0,8.4,8.5,7.7,0,1,11.02
STU084020,Male,Science,2,8.1,8.4,8.8,27,1,10.25
STU084023,Female,Science,3,4.6,3,3.4,0,1,11.5
STU084025,Female,Science,2,5.4,6.8,8.8,0,1,8.28
STU084039,Male,Science,2,4.7,8.1,7.7,0,1,8.88
STU084049,Female,Science,2,7,9.2,8.8,0,1,7.35
STU084053,Female,Science,1,7.2,5.8,6,0,1,6.92
STU084101,Male,Science,1,6.5,7.9,9.7,3,0,0
STU084107,Female,Science,1,4.8,7,7.1,0,0,0
STU084111,Female,Science,0,3.5,3.4,3.4,0,1,9.29
STU084112,Male,Science,2,3.9,3,3,21,0,0
STU084116,Male,Science,0,4.1,6.5,7.3,0,1,9.97
STU084123,Female,Science,2,7.4,7.8,7,0,0,0
STU084128,Male,Science,1,6,4.6,6,0,1,11.07
STU084143,Female,Science,1,9.4,10,9,33,1,13.94
STU084145,Male,Science,0,2.3,3.6,3.5,12,1,11.12
STU084150,Male,Science,1,2.9,1.7,3.4,31,1,12.56
STU084152,Female,Science,2,4.3,5.2,6.8,0,1,7.57
STU084166,Female,Science,3,5,6.7,7.6,25,1,15.89
STU084171,Male,Science,2,7.5,8.3,8.6,10,1,10.5
STU084173,Male,Science,2,6,5.5,5.7,0,0,0
STU084175,Male,Science,2,4.3,6.6,3.7,0,0,0
STU084177,Male,Science,3,6.7,8.8,8.8,0,1,9.78
STU084186,Female,Science,2,6,6.9,5.9,12,1,11.29
STU084198,Female,Science,1,7.8,6.1,5.4,0,0,0
STU084203,Female,Science,2,6.8,8.3,9.5,34,1,9.85
STU084204,Male,Science,3,1.8,5.2,4.3,33,1,9.56
STU084221,Female,Science,2,8.1,9.8,9.9,15,1,14.21
STU084234,Male,Science,3,3.6,5,1.9,0,1,7.94
STU084241,Female,Science,1,8.6,10,10,27,1,12.94
STU084242,Male,Science,1,7.4,4.1,3.2,23,1,16.73
STU084249,Female,Science,4,5.6,5.1,4.1,2,1,11.26
STU084269,Male,Science,2,3,2.7,1.6,35,1,14.12
STU084270,Male,Science,2,6.1,6,7.6,0,1,9.47
STU084274,Male,Science,2,3.8,5.2,5.2,0,0,0
STU084275,Male,Science,0,8,8.4,9.2,17,1,12.92
STU084286,Female,Science,4,9.5,10,10,0,1,15.35
STU084288,Female,Science,3,8.4,8.8,8.7,0,1,11.14
STU084294,Female,Science,5,6.1,8.1,7.1,0,1,10.59
STU084301,Male,Science,3,6.2,7.6,5.8,0,1,10.46
STU084317,Male,Science,2,6.1,5.6,7.2,27,1,13.4
STU084324,Female,Science,1,5,3.9,3,0,1,9.18
STU084325,Female,Science,1,4.2,5.7,5.7,14,1,10.24
STU084330,Female,Science,1,5.9,6.7,7.3,0,1,12.59
STU084332,Female,Science,0,6.7,6.1,5.8,0,1,8.94
STU084333,Female,Science,3,4.6,4.1,3.7,34,1,15.45
STU084334,Male,Science,5,7.3,9.1,8,0,1,14.51
STU084337,Female,Science,3,5.8,6.4,6.8,16,1,11.08
STU084345,Female,Science,2,7.2,7.8,8.6,0,1,10.95
STU084348,Female,Science,1,6.9,9.4,7.5,0,1,7.48
STU084352,Male,Science,3,5.6,5.7,6.7,24,1,15.92
STU084359,Male,Science,1,8,5.3,4.9,0,1,9.55
STU084360,Female,Science,1,10,9,9.5,0,1,9.69
STU084363,Male,Science,1,7.2,6.7,5.9,6,1,11.88
STU084365,Female,Science,1,6.5,6.2,4.7,0,0,0
STU084398,Male,Science,2,6.2,8.1,9.3,35,1,11.5
STU084401,Male,Science,2,6,6.7,4.3,0,0,0
STU084402,Female,Science,2,5.9,6,4.1,22,1,11.84
STU084403,Male,Science,1,2.2,1,1,0,1,5.76
STU084405,Male,Science,4,6.5,5.8,5.6,20,1,16.38
STU084417,Female,Science,2,3.3,3.5,4.4,16,1,10.1
STU084424,Female,Science,2,4.4,4.2,4.2,20,1,7.97
STU084428,Male,Science,0,8,7.8,7.9,0,1,7.1
STU084438,Male,Science,1,6.9,7.8,6.9,0,1,9.15
STU084441,Male,Science,2,4.6,6.3,5.4,0,0,0
STU084446,Female,Science,1,10,10,10,28,1,16.41
STU084451,Male,Science,0,4.1,4.6,7.2,10,1,7.54
STU084457,Male,Science,1,8.3,7.1,8.5,5,1,9.97
STU084468,Male,Science,0,8.3,8.8,8.1,0,0,0
STU084480,Female,Science,0,7.1,5.6,6,34,1,11.54
STU084492,Female,Science,4,6.6,6.1,5.2,27,1,16.26
STU084506,Male,Science,3,6.9,7.6,7,17,1,10.75
STU084518,Female,Science,2,9,7.6,7.6,32,1,15.32
STU084522,Male,Science,4,5,5.9,6.8,17,1,9.85
STU084527,Male,Science,1,5.9,6.9,6,0,0,0
STU084542,Male,Science,0,5.9,6.2,8,24,1,15.57
STU084555,Male,Science,0,2.4,3.7,3.6,0,0,0
STU084567,Male,Science,1,2.7,3,4.6,0,0,0
STU084572,Female,Science,1,3.9,6,7.7,12,1,10.57
STU084582,Female,Science,3,5.6,6.4,6.9,0,1,14.03
STU084595,Female,Science,0,4.2,5.6,4.6,8,1,8.63
STU084596,Male,Science,0,7.2,4.4,6.1,6,1,9.04
STU084597,Female,Science,2,8.5,7.2,7.8,12,0,0
STU084604,Female,Science,0,5.6,5,6.2,0,1,9.28
STU084611,Male,Science,1,4.3,5.2,4.9,0,1,10.62
STU084621,Male,Science,5,5.5,5.5,5.1,18,1,11.94
STU084622,Male,Science,0,5.5,6.7,6.3,0,1,5.26
STU084636,Male,Science,0,4.8,6.5,7,15,1,11.41
STU084645,Male,Science,1,7.7,10,10,26,1,12.7
STU084646,Male,Science,4,6.1,7.8,7.1,27,1,18.41
STU084654,Male,Science,2,4.3,7.4,8.7,0,1,8.68
STU084655,Other,Science,4,7.9,10,9.6,35,1,14.66
STU084656,Male,Science,2,4.3,5.6,6.3,0,1,9.64
STU084659,Male,Science,0,5.9,5.6,5.8,0,1,8.02
STU084660,Female,Science,2,6.7,5.8,5.2,0,0,0
STU084664,Female,Science,2,7.4,5.6,5.5,0,1,11.22
STU084669,Female,Science,2,7.8,9.6,9.2,4,1,13.42
STU084674,Other,Science,1,6.6,4.2,5.8,0,1,10.91
STU084676,Female,Science,1,5.9,6.5,6.2,0,1,8.96
STU084677,Female,Science,0,5.2,6.8,7,3,1,10.33
STU084680,Female,Science,3,3.3,4.4,4.6,0,0,0
STU084681,Male,Science,2,7.3,6.1,6.6,14,1,9.96
STU084688,Male,Science,2,5.2,3,3.7,0,0,0
STU084690,Female,Science,0,10,9.5,9.7,0,1,8.94
STU084700,Male,Science,1,5.2,5,4.5,0,1,9.08
STU084708,Female,Science,5,6.3,8.1,6.4,0,1,11.72
STU084716,Female,Science,0,10,10,8.9,0,1,9.98
STU084726,Female,Science,1,4,4.3,5.6,0,1,9.44
STU084729,Male,Science,3,3.3,2.7,2.8,21,1,12.39
STU084731,Female,Science,2,7.8,6.8,5.7,0,1,10.97
STU084748,Male,Science,1,10,10,10,22,1,9.98
STU084750,Male,Science,0,4.9,6.9,6.5,0,1,9.22
STU084757,Male,Science,1,6.1,7.8,6,0,0,0
STU084762,Female,Science,1,6.3,4.6,3.3,0,1,9.76
STU084766,Female,Science,3,9.2,8.4,7.9,0,1,9.54
STU084771,Male,Science,0,6.9,4.2,3.6,13,1,10.48
STU084772,Female,Science,2,5.1,4.3,3.8,26,1,11.96
STU084787,Male,Science,2,6.8,8.1,7.7,0,1,11.55
STU084795,Female,Science,2,6.1,7.4,7.9,0,1,7.34
STU084803,Female,Science,1,3.7,3.8,3.2,24,1,14.7
STU084808,Female,Science,2,1.7,2.4,3.1,0,1,10.23
STU084810,Female,Science,2,6.3,7.3,9.4,6,0,0
STU084815,Male,Science,4,8.3,10,10,21,1,16
STU084819,Male,Science,0,7.2,9,7.5,26,1,10.73
STU084876,Male,Science,2,4.3,5.1,6.3,0,1,6.83
STU084880,Male,Science,1,8.3,9.4,9.2,0,1,9.19
STU084885,Female,Science,1,7.7,6.4,7.1,0,1,11.81
STU084887,Male,Science,5,8.5,7.2,6.4,0,1,11.87
STU084902,Male,Science,2,8.4,10,10,28,1,15.3
STU084905,Female,Science,2,6,8.5,8.9,3,1,12.3
STU084923,Male,Science,3,5.4,5.6,6.2,36,1,13.12
STU084933,Female,Science,1,6.7,6.4,7.3,0,1,9.41
STU084934,Male,Science,2,6.8,7.2,7.1,0,1,11.25
STU084958,Male,Science,3,2.8,4.3,2.6,0,0,0
STU084961,Female,Science,2,5,5.8,6.8,0,1,9.92
STU084966,Male,Science,1,6.5,7.1,7.7,6,1,11.25
STU084971,Female,Science,2,2.8,2.5,3,30,1,12.46
STU084987,Female,Science,0,7.3,7.9,7.6,0,1,11.37
STU085007,Male,Science,0,5.6,5.2,7,24,1,11.08
STU085008,Male,Science,1,5.4,5.3,4.5,0,1,9.36
STU085022,Female,Science,0,10,10,10,19,0,0
STU085034,Male,Science,4,4.8,3.3,4.7,0,1,9.71
STU085035,Female,Science,0,6.3,7.1,9,10,1,10.41
STU085061,Female,Science,3,9.1,8.6,9.9,0,1,7.71
STU085063,Female,Science,3,6.7,6.4,7.8,0,1,8.74
STU085082,Female,Science,1,7.1,6.7,7.3,6,1,12.33
STU085086,Male,Science,0,10,9.8,9,30,1,13.02
STU085092,Male,Science,1,3.1,3.3,1.7,0,0,0
STU085100,Male,Science,3,8.5,9.7,9.6,0,1,10.85
STU085108,Male,Science,5,3.1,5.4,5.8,0,0,0
STU085111,Male,Science,2,6,5,6,24,0,0
STU085119,Male,Science,2,4.2,6,7.2,0,0,0
STU085136,Other,Science,1,7.3,8.8,10,32,1,14.68
STU085143,Male,Science,3,8,7.3,9.9,34,1,15.39
STU085152,Male,Science,2,9.6,10,10,29,1,13.67
STU085156,Male,Science,3,8.2,8,7.2,0,1,10.64
STU085157,Male,Science,0,8.1,10,10,4,1,9.74
STU085168,Female,Science,1,6.6,8.5,8.8,0,1,9.23
STU085179,Male,Science,0,4,3.5,3.5,0,0,0
STU085188,Female,Science,0,4.1,3.9,5.7,0,0,0
STU085200,Female,Science,3,7.5,3.5,3.8,4,1,11.29
STU085209,Female,Science,2,4.3,5.8,6.7,25,0,0
STU085212,Male,Science,2,5.4,6.3,7.8,32,1,13.25
STU085233,Male,Science,2,4.8,4,3.1,0,1,11.76
STU085234,Male,Science,1,1.8,1.9,1.6,24,0,0
STU085238,Female,Science,1,6.9,4.8,5.9,0,1,10.81
STU085252,Male,Science,3,7.8,8.2,7.9,9,1,10.83
STU085263,Male,Science,4,9.2,9.5,9.9,0,1,14.29
STU085264,Male,Science,4,7,10,8.7,0,1,10.17
STU085268,Female,Science,1,3.4,2.5,3.9,0,0,0
STU085273,Female,Science,2,10,10,10,0,1,11.61
STU085274,Female,Science,1,9.7,9.8,10,10,1,10.94
STU085282,Male,Science,2,4.9,5.5,4.4,0,0,0
STU085283,Female,Science,0,7.9,8.2,6.5,23,1,10.96
STU085305,Male,Science,2,8.2,10,9.6,0,1,11.13
STU085306,Male,Science,0,2.3,2.1,2.5,0,0,0
STU085316,Female,Science,2,8.2,7.8,8.6,0,1,11.64
STU085328,Female,Science,0,6.2,6.6,5.4,2,1,10.01
STU085334,Male,Science,0,2.5,4.1,3.6,0,1,7.78
STU085336,Male,Science,2,5.1,7.2,6.7,5,1,11.67
STU085337,Male,Science,5,7.6,6.8,6.8,0,1,13.7
STU085342,Male,Science,0,3.2,3.4,2.2,0,1,9.25
STU085348,Male,Science,0,7.6,8.1,8.7,21,1,17.26
STU085352,Male,Science,1,6.3,5.5,6,0,1,8.62
STU085354,Female,Science,5,9.2,6,6.8,0,1,11.38
STU085371,Male,Science,1,4.9,3.6,3.2,14,1,9.22
STU085376,Female,Science,1,3.3,4.8,4.4,29,1,11.81
STU085383,Male,Science,0,4.5,3.1,3.4,22,1,10.68
STU085387,Male,Science,3,4.5,7.6,7.8,0,0,0
STU085388,Male,Science,2,1.5,3.1,5.4,31,1,9.88
STU085394,Female,Science,4,7,7.2,6.3,36,1,15.57
STU085399,Female,Science,0,4.7,5.3,4.8,35,1,13.89
STU085400,Female,Science,2,10,10,10,29,1,13.48
STU085406,Male,Science,2,6.2,6.4,6.6,5,1,9.27
STU085407,Female,Science,2,6.9,7.7,8.6,0,0,0
STU085408,Female,Science,1,7.4,8.1,7.4,0,1,9.25
STU085413,Female,Science,3,4.8,3.6,2.8,29,1,11.65
STU085418,Female,Science,4,5.8,4.7,5,6,1,14.24
STU085432,Other,Science,2,4.2,5.6,8,0,1,12.05
STU085433,Male,Science,2,2.2,1.9,3.1,0,1,9.84
STU085439,Male,Science,3,7.7,7.5,6.8,0,1,13.68
STU085447,Female,Science,2,5.6,6.2,6,20,1,12.04
STU085449,Male,Science,2,7.3,10,10,21,1,12.42
STU085455,Male,Science,0,3.7,5.6,6.2,0,1,13.34
STU085457,Male,Science,5,7.3,9.5,9.8,16,1,11.2
STU085475,Female,Science,0,9.4,10,10,17,1,8.09
STU085479,Female,Science,1,5.8,4.6,5,24,1,11.89
STU085483,Female,Science,0,6.6,6.4,5.7,28,1,10.28
STU085485,Female,Science,2,3.2,1.6,1,36,1,11.57
STU085493,Male,Science,2,5.2,6.4,6.9,0,1,8.5
STU085494,Female,Science,1,4.1,5.3,4.9,0,0,0
STU085495,Male,Science,1,1,1.5,1.3,0,1,11.68
STU085499,Female,Science,3,5.4,2.8,2.2,36,1,10.03
STU085503,Male,Science,0,4.1,3.1,3.1,20,0,0
STU085506,Male,Science,0,4.1,5.2,4.6,0,0,0
STU085514,Male,Science,0,3.3,4.7,5.1,9,1,11.22
STU085521,Female,Science,2,3.7,5.5,5.9,0,0,0
STU085524,Male,Science,2,6.6,6.2,6.5,9,1,9.79
STU085530,Male,Science,3,6.5,8.2,8.5,0,1,10.27
STU085544,Male,Science,1,7.3,9.6,10,9,1,12.49
STU085547,Female,Science,2,2.3,4.3,5.4,0,1,9.06
STU085548,Female,Science,1,2.8,3.1,2.4,0,0,0
STU085549,Female,Science,1,7.4,10,8.9,1,1,9.24
STU085552,Female,Science,4,10,10,10,0,1,11.83
STU085555,Male,Science,2,6.6,7.3,6.9,33,1,15.44
STU085561,Male,Science,2,1.6,1.3,2.3,0,1,11.9
STU085567,Male,Science,1,9.1,10,9.9,0,1,12.85
STU085570,Male,Science,1,5.8,7.3,8.2,32,1,13.67
STU085580,Male,Science,4,5.5,5.5,6.7,8,1,13.68
STU085585,Female,Science,1,5.2,6.3,4.8,0,1,9.04
STU085586,Male,Science,4,5.9,6.6,6.3,13,1,11.81
STU085600,Female,Science,3,8.3,8.6,8.5,2,1,13.45
STU085602,Female,Science,1,5.5,7.5,6.7,28,0,0
STU085603,Female,Science,1,5.1,5.2,3.5,15,1,10.38
STU085609,Female,Science,2,8.4,10,8.2,30,1,12.46
STU085611,Male,Science,1,10,10,9.3,34,1,17.66
STU085612,Male,Science,2,5.3,6.7,8.2,29,1,16.11
STU085614,Male,Science,4,4.3,1,1,0,1,7.38
STU085622,Male,Science,0,8.2,10,9.2,1,1,8.28
STU085630,Male,Science,0,6.7,5.3,4,24,1,12.5
STU085633,Male,Science,0,1.9,2.1,1,0,1,9.03
STU085635,Female,Science,1,6.2,8.6,8.9,25,1,14.82
STU085636,Male,Science,3,3.3,6.4,4.7,0,0,0
STU085637,Male,Science,0,6.9,7.4,6.7,20,0,0
STU085657,Male,Science,1,8.4,9.5,8,28,1,11.66
STU085668,Male,Science,3,5.1,6.8,5.6,16,1,8.89
STU085687,Male,Science,0,4.3,5,5.8,0,1,6.43
STU085689,Male,Science,0,4.1,5.4,6.9,36,0,0
STU085699,Female,Science,2,6.4,6.4,5.7,36,1,11.88
STU085702,Female,Science,1,2.3,2.6,2.5,0,1,9.41
STU085711,Male,Science,1,5.7,7.8,7.3,0,1,9.08
STU085715,Male,Science,1,10,10,10,33,1,14.48
STU085719,Male,Science,1,6.2,8.5,8.5,0,1,8.25
STU085728,Male,Science,1,1,1,1,0,0,0
STU085747,Male,Science,2,3.9,4.2,1.5,0,1,7.54
STU085749,Female,Science,2,5,2.9,3.1,14,1,8.52
STU085761,Male,Science,4,4.6,3.6,4.5,12,1,12.07
STU085763,Male,Science,1,8.1,6.9,6.3,0,1,7.72
STU085764,Female,Science,1,4.2,2.2,1,31,0,0
STU085765,Male,Science,2,6.3,5.6,5,6,1,9.68
STU085768,Male,Science,0,7.9,7.1,4.7,21,1,12.11
STU085770,Male,Science,1,8,8,7.2,30,1,11.58
STU085777,Male,Science,2,6.4,6.4,7.3,0,1,8.71
STU085782,Female,Science,2,4.4,5.2,4,0,1,8.66
STU085806,Male,Science,1,5.8,6.2,6.9,0,0,0
STU085811,Female,Science,2,4.2,5.7,5.2,0,1,8.93
STU085817,Male,Science,2,6.2,6.5,8.6,0,0,0
STU085824,Male,Science,2,5.2,7.4,8.1,13,1,13.1
STU085828,Male,Science,3,5.3,6.9,7.8,0,1,9.64
STU085831,Male,Science,3,5.2,8.3,8.5,0,1,14.15
STU085835,Female,Science,3,1.1,1.4,1,0,0,0
STU085848,Male,Science,2,7.5,10,9.6,13,1,7.37
STU085855,Female,Science,3,5.8,3,3.1,0,1,14.2
STU085858,Female,Science,2,3.4,4.6,6.6,0,1,12.06
STU085866,Male,Science,1,10,10,7.8,12,1,13.44
STU085878,Male,Science,1,8.7,9.8,10,0,1,11.67
STU085882,Female,Science,1,4.9,5.9,8.6,28,1,10.33
STU085885,Male,Science,1,3.2,3.3,4.8,0,0,0
STU085895,Male,Science,3,8.1,9.4,9.7,0,1,11.33
STU085898,Female,Science,0,7.1,4.1,3.2,23,1,11.55
STU085900,Male,Science,1,7.3,6.7,5.7,0,1,8.44
STU085904,Female,Science,3,7.9,8.4,8.9,36,1,13.92
STU085906,Female,Science,2,4.6,7.5,7.4,0,1,10.15
STU085944,Male,Science,1,6.4,6.8,7.5,0,1,7.79
STU085945,Male,Science,1,6.1,8.9,8.4,0,1,10.3
STU085947,Female,Science,2,4.6,3.6,2.7,16,1,12.99
STU085948,Female,Science,1,7.9,6.6,7.6,0,1,9.15
STU085954,Female,Science,2,1.3,2.1,2.7,0,1,7.31
STU085974,Male,Science,2,10,10,10,31,0,0
STU085989,Male,Science,0,10,9.6,9.7,6,1,10.47
STU085992,Male,Science,3,6,5.1,4.5,24,1,14.54
STU085998,Female,Science,0,5.7,5.2,5.4,0,1,10.3
STU085999,Female,Science,4,6.9,8.5,7.4,31,1,12.75
STU086015,Male,Science,2,5.4,7.9,9.4,7,1,9.95
STU086020,Male,Science,2,10,6.9,6.3,30,1,12.18
STU086024,Female,Science,3,5.1,7.7,9,0,1,10.49
STU086025,Female,Science,2,9.4,9.5,9.9,0,1,13.42
STU086027,Female,Science,0,4.5,1.6,3.2,0,1,7.01
STU086029,Male,Science,0,6.3,5.8,5.9,0,0,0
STU086030,Female,Science,1,2.9,3.5,3.3,7,1,10.92
STU086031,Male,Science,2,7.1,5.5,4,0,0,0
STU086037,Male,Science,0,4.4,4.5,5.4,0,1,6.29
STU086041,Male,Science,1,6.7,6,4.6,15,1,15.54
STU086049,Male,Science,2,7.6,7.8,6.5,0,1,9.64
STU086053,Female,Science,3,6.9,9.3,9.4,20,1,12.74
STU086061,Female,Science,2,8.6,10,9.4,0,1,11.56
STU086072,Male,Science,3,2.8,2.5,3.6,10,1,9.61
STU086073,Male,Science,1,5.5,7.5,6.6,36,1,15.66
STU086078,Male,Science,1,4.7,4.5,6.1,17,0,0
STU086081,Other,Science,4,3,5.1,6.6,0,1,10.25
STU086084,Male,Science,2,8.6,8.7,8.6,23,1,13.7
STU086086,Female,Science,1,4.7,3.1,2.9,0,1,9.2
STU086089,Male,Science,4,9.8,10,10,0,1,11.09
STU086096,Other,Science,2,6.2,5.3,5.6,35,1,16.11
STU086099,Female,Science,2,4.5,6.7,8.5,0,1,10.03
STU086105,Female,Science,0,4.5,3.6,4.6,8,1,7.92
STU086111,Male,Science,1,7.2,8.2,7.7,36,1,16.75
STU086115,Female,Science,0,3.9,5.4,3.6,0,1,9.67
STU086129,Male,Science,2,3.8,4.7,1.9,3,1,9.26
STU086130,Male,Science,0,6.5,6.6,7,4,1,11.25
STU086135,Male,Science,2,6.8,7.6,8.5,3,1,10.49
STU086145,Female,Science,1,6,7.2,7.1,0,0,0
